iter	Passed	Remaining
184	317	1398
185	318	1393
186	319	1388
187	320	1383
188	321	1378
189	322	1373
190	323	1368
191	324	1363
192	325	1359
193	326	1355
194	327	1350
195	328	1347
196	329	1342
197	330	1337
198	331	1332
199	332	1328
200	333	1324
201	333	1319
202	334	1314
203	335	1310
204	336	1306
205	337	1302
206	338	1298
207	339	1294
208	340	1289
209	341	1285
210	342	1281
211	343	1277
212	344	1274
213	345	1270
214	346	1266
215	347	1262
216	348	1258
217	349	1254
218	350	1250
219	351	1246
220	352	1243
221	353	1239
222	354	1235
223	355	1231
224	356	1227
225	357	1223
226	358	1220
227	359	1216
228	360	1212
229	361	1208
230	362	1205
231	362	1201
232	363	1197
233	364	1194
234	365	1191
235	366	1187
236	367	1183
237	368	1180
238	369	1177
239	370	1173
240	371	1169
241	372	1166
242	373	1163
243	374	1159
244	375	1156
245	376	1152
246	377	1149
247	378	1146
248	379	1143
249	379	1139
250	380	1136
251	381	1132
252	382	1129
253	383	1126
254	384	1123
255	385	1119
256	386	1116
257	387	1113
258	388	1110
259	389	1107
260	390	1104
261	391	1101
262	392	1098
263	393	1096
264	394	1093
265	395	1090
266	395	1086
267	396	1083
268	397	1081
269	398	1078
270	399	1075
271	400	1072
272	401	1069
273	402	1066
274	403	1064
275	404	1061
276	405	1058
277	406	1055
278	407	1052
279	408	1050
280	409	1047
281	410	1044
282	411	1042
283	412	1039
284	413	1036
285	413	1033
286	414	1030
287	415	1028
288	417	1026
289	418	1023
290	419	1020
291	419	1018
292	421	1016
293	422	1013
294	422	1010
295	423	1008
296	424	1005
297	425	1003
298	426	1000
299	427	997
300	428	994
301	429	992
302	430	990
303	431	987
304	432	984
305	433	982
306	433	979
307	434	977
308	435	974
309	436	972
310	437	969
311	438	967
312	439	965
313	440	962
314	441	960
315	442	958
316	443	955
317	444	953
318	445	951
319	446	948
320	447	946
321	448	944
322	449	941
323	450	939
324	451	937
325	452	934
326	452	932
327	453	930
328	455	928
329	456	925
330	457	923
331	457	921
332	458	919
333	459	917
334	460	914
335	461	912
336	462	910
337	463	908
338	464	906
339	465	903
340	466	901
341	467	899
342	468	897
343	469	895
344	470	892
345	471	890
346	472	888
347	473	886
348	474	884
349	475	882
350	476	880
351	476	877
352	477	876
353	478	873
354	479	871
355	480	869
356	481	867
357	482	866
358	483	864
359	484	862
360	485	860
361	486	858
362	488	856
363	489	854
364	490	852
365	490	850
366	492	848
367	493	846
368	494	844
369	495	843
370	496	841
371	497	839
372	497	837
373	498	835
374	500	833
375	500	831
376	501	829
377	502	827
378	503	825
379	504	823
380	505	821
381	507	820
382	507	818
383	508	816
384	509	814
385	510	812
386	511	810
387	512	808
388	513	806
389	514	804
390	515	802
391	516	800
392	517	798
393	517	796
394	519	795
395	520	793
396	520	791
397	522	789
398	523	787
399	524	786
400	524	784
401	525	782
402	526	780
403	527	778
404	528	776
405	529	774
406	530	772
407	531	771
408	532	769
409	533	768
410	534	766
411	535	764
412	536	762
413	537	760
414	538	759
415	539	757
416	540	755
417	541	754
418	542	752
419	543	750
420	544	749
421	545	747
422	546	745
423	547	744
424	548	742
425	549	740
426	550	738
427	551	737
428	552	735
429	553	733
430	554	731
431	555	729
432	556	728
433	557	726
434	557	724
435	558	723
436	559	721
437	560	719
438	561	718
439	562	716
440	563	714
441	564	712
442	565	711
443	566	709
444	567	707
445	568	706
446	569	704
447	570	702
448	571	701
449	572	699
450	573	697
451	574	695
452	575	694
453	576	692
454	576	691
455	577	689
456	578	687
457	579	686
458	580	684
459	581	682
460	582	681
461	583	679
462	584	678
463	585	676
464	586	675
465	587	673
466	588	671
467	589	670
468	590	668
469	591	666
470	592	665
471	593	663
472	594	662
473	595	660
474	596	658
475	597	657
476	598	656
477	599	654
478	600	652
479	601	651
480	601	649
481	602	647
482	603	646
483	604	644
484	605	642
485	606	641
486	607	639
487	608	638
488	609	636
489	610	635
490	611	633
491	612	632
492	613	630
493	614	629
494	615	627
495	616	626
496	617	624
497	617	622
498	619	621
499	620	620
500	621	618
501	621	616
502	622	615
503	623	614
504	625	612
505	625	611
506	626	609
507	627	607
508	628	606
509	629	605
510	630	603
511	631	602
512	632	600
513	634	599
514	634	597
515	635	596
516	636	594
517	637	593
518	638	592
519	639	590
520	640	589
521	641	587
522	642	586
523	643	584
524	644	583
525	645	581
526	646	580
527	647	578
528	648	577
529	649	575
530	650	574
531	651	572
532	652	571
533	653	570
534	654	568
535	655	567
536	656	565
537	656	564
538	657	562
539	658	561
540	659	559
541	660	558
542	661	556
543	662	555
544	663	554
545	664	552
546	665	551
547	666	549
548	667	548
549	668	547
550	669	545
551	670	544
552	671	542
553	672	541
554	673	539
555	674	538
556	675	537
557	676	535
558	677	534
559	678	532
560	679	531
561	680	530
562	680	528
563	681	527
564	682	525
565	683	524
566	684	522
567	685	521
568	686	520
569	687	518
570	688	517
571	689	515
572	690	514
573	691	513
574	692	511
575	693	510
576	694	508
577	695	507
578	696	506
579	697	504
580	697	503
581	698	501
582	699	500
583	700	499
584	702	498
585	702	496
586	703	495
587	704	493
588	708	494
589	710	493
590	711	492
591	712	491
592	713	489
593	715	489
594	717	488
595	718	486
596	719	485
597	720	484
598	721	483
599	722	481
600	724	481
601	726	480
602	727	478
603	728	477
604	730	476
605	731	475
606	732	474
607	733	473
608	734	471
609	735	470
610	737	469
611	738	468
612	739	466
613	740	465
614	741	464
615	742	462
616	743	461
617	744	460
618	745	458
619	746	457
620	747	456
621	748	454
622	749	453
623	750	452
624	751	450
625	752	449
626	753	448
627	755	447
628	756	446
629	757	445
630	758	443
631	759	442
632	760	440
633	761	439
634	761	437
635	762	436
636	763	435
637	764	433
638	765	432
639	766	430
640	767	429
641	767	428
642	768	426
643	769	425
644	770	424
645	771	422
646	772	421
647	773	419
648	773	418
649	774	417
650	775	415
651	776	414
652	777	413
653	778	411
654	778	410
655	779	408
656	780	407
657	781	406
658	782	405
659	783	403
660	784	402
661	785	400
662	786	399
663	786	398
664	787	396
665	788	395
666	789	394
667	790	392
668	791	391
669	791	390
670	792	388
671	793	387
672	794	386
673	795	384
674	796	383
675	797	382
676	798	380
677	799	379
678	799	378
679	800	376
680	801	375
681	802	374
682	803	372
683	803	371
684	804	370
685	805	368
686	806	367
687	807	366
688	808	364
689	809	363
690	810	362
691	811	361
692	811	359
693	812	358
694	813	357
695	814	355
696	815	354
697	816	353
698	817	351
699	817	350
700	818	349
701	819	347
702	820	346
703	821	345
704	822	344
705	823	342
706	823	341
707	824	340
708	825	338
709	826	337
710	827	336
711	828	334
712	828	333
713	829	332
714	830	331
715	831	329
716	832	328
717	833	327
718	833	325
719	834	324
720	835	323
721	836	322
722	837	320
723	838	319
724	839	318
725	840	317
726	840	315
727	841	314
728	842	313
729	843	311
730	844	310
731	845	309
732	846	308
733	846	306
734	847	305
735	848	304
736	849	303
737	850	301
738	851	300
739	852	299
740	852	298
741	853	296
742	854	295
743	855	294
744	856	293
745	857	291
746	857	290
747	858	289
748	859	288
749	860	286
750	861	285
751	862	284
752	863	283
753	864	281
754	865	280
755	865	279
756	866	278
757	867	277
758	868	275
759	869	274
760	870	273
761	871	272
762	871	270
763	872	269
764	873	268
765	874	267
766	875	265
767	876	264
768	877	263
769	877	262
770	878	260
771	879	259
772	880	258
773	881	257
774	882	256
775	882	254
776	883	253
777	884	252
778	885	251
779	886	250
780	887	248
781	888	247
782	889	246
783	889	245
784	890	243
785	891	242
786	892	241
787	893	240
788	894	239
789	895	238
790	896	236
791	897	235
792	897	234
793	898	233
794	899	231
795	900	230
796	901	229
797	902	228
798	902	227
799	903	225
800	904	224
801	905	223
802	906	222
803	907	221
804	908	220
805	909	218
806	909	217
807	910	216
808	911	215
809	912	214
810	913	212
811	914	211
812	915	210
813	916	209
814	917	208
815	918	207
816	919	205
817	919	204
818	920	203
819	921	202
820	922	201
821	923	200
822	924	198
823	925	197
824	927	196
825	927	195
826	929	194
827	930	193
828	931	192
829	932	191
830	933	189
831	934	188
832	935	187
833	937	186
834	938	185
835	938	184
836	939	183
837	941	181
838	942	180
839	943	179
840	945	178
841	946	177
842	947	176
843	948	175
844	949	174
845	950	172
846	951	171
847	952	170
848	953	169
849	954	168
850	955	167
851	956	166
852	957	164
853	958	163
854	959	162
855	960	161
856	961	160
857	962	159
858	963	158
859	964	156
860	965	155
861	966	154
862	967	153
863	968	152
864	969	151
865	970	150
866	971	149
867	972	147
868	973	146
869	974	145
870	975	144
871	976	143
872	977	142
873	978	141
874	979	139
875	980	138
876	981	137
877	982	136
878	984	135
879	985	134
880	986	133
881	987	132
882	988	130
883	989	129
884	989	128
885	991	127
886	992	126
887	992	125
888	993	124
889	994	122
890	995	121
891	996	120
892	997	119
893	998	118
894	999	117
895	1000	116
896	1001	115
897	1002	113
898	1003	112
899	1004	111
900	1005	110
901	1006	109
902	1007	108
903	1008	107
904	1009	105
905	1010	104
906	1011	103
907	1012	102
908	1013	101
909	1014	100
910	1015	99
911	1016	98
912	1017	96
913	1018	95
914	1019	94
915	1020	93
916	1021	92
917	1022	91
918	1023	90
919	1024	89
920	1025	87
921	1026	86
922	1027	85
923	1028	84
924	1029	83
925	1030	82
926	1031	81
927	1032	80
928	1033	78
929	1034	77
930	1035	76
931	1036	75
932	1037	74
933	1038	73
934	1039	72
935	1040	71
936	1041	70
937	1042	68
938	1043	67
939	1044	66
940	1044	65
941	1045	64
942	1046	63
943	1047	62
944	1048	61
945	1049	59
946	1050	58
947	1052	57
948	1052	56
949	1053	55
950	1054	54
951	1055	53
952	1056	52
953	1057	51
954	1058	49
955	1059	48
956	1060	47
957	1061	46
958	1062	45
959	1064	44
960	1065	43
961	1066	42
962	1067	41
963	1068	39
964	1069	38
965	1070	37
966	1071	36
967	1072	35
968	1073	34
969	1074	33
970	1074	32
971	1075	30
972	1076	29
973	1077	28
974	1078	27
975	1079	26
976	1080	25
977	1081	24
978	1082	23
979	1083	22
980	1084	21
981	1085	19
982	1086	18
983	1087	17
984	1088	16
985	1089	15
986	1090	14
987	1091	13
988	1092	12
989	1092	11
990	1094	9
991	1095	8
992	1096	7
993	1097	6
994	1098	5
995	1099	4
996	1100	3
997	1101	2
998	1101	1
999	1102	0
